photo_url,location_lng,location_lat,scene,scene_id,pname,cityname,adname,townName,address,tel,tag,pcode,parent,distance,importance,biz_ext,biz_type,recommend,type,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,children,alias,event,entr_location,indoor_map,email,timestamp,website,adcode,postcode,match,business_area,indoor_data,childtype,exit_location,shopid,navi_poiid,groupbuy_num,isin_region,查询关键词,手机号识别,,行业大类,行业子类
[],108.919726,34.285549,舒心坊,B0GRK14N6H,陕西省,西安市,莲湖区,未央宫街道,红庙坡龙湖星悦荟3楼,153****8186,,,B0FFF0DRFT,[],[],[],[],,医疗保健服务;医疗保健服务场所;医疗保健服务场所,,,90000,0,[],,,,,,,,,,,,,,,202,,[],,,yes,,1,,医疗保健服务,医疗保健服务场所
[],108.897173,34.283112,三汇精舍中医健康馆,B0FFL4GC1B,陕西省,西安市,莲湖区,未央宫街道,杏园路西侧太奥广场13号楼,181****6881,[],610000,B0FFL83RQA,[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108373122,90300,2,[],29,[],[],[],[],0,[],2021/12/16 0:53,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",202,[],[],[],0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2c9fa00caab15ee0c04c01848c83cedb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/897ba68241bc7e90e7227e23401b2e91'}]",108.907386,34.292434,孙亚玲中医诊所,B0FFLCCSJE,陕西省,西安市,莲湖区,未央宫街道,梨园路大白杨18号御园温泉小区东门内,177****7078,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108375201,90300,2,[],29,[],[],[],[],0,[],2021/12/14 16:45,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,诊所
[],108.885346,34.286658,同一医药(大兴西路店),B001D0W17I,陕西省,西安市,莲湖区,未央宫街道,大兴西路邓家村,155****2799;150****1366,,,[],[],[],[],[],,医疗保健服务;医药保健销售店;药房,,,90601,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,医疗保健服务,医药保健销售店
[],108.933357,34.279552,藏医堂中医门诊,B0HAOYHIDK,陕西省,西安市,莲湖区,未央宫街道,工农路小学旁边,187****6710,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108373412,90300,2,[],29,[],[],[],[],0,[],2021/11/24 8:19,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,诊所
[],108.913226,34.289198,健康驿站,B0GKAU120F,陕西省,西安市,莲湖区,未央宫街道,劳动北路天朗蔚蓝君城南门蔚蓝生活广场9-20102号,181****9875,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医疗保健服务场所;医疗保健服务场所,0,5108374320,90000,0,[],29,[],[],[],[],0,[],2021/12/18 11:21,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医疗保健服务场所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/26141046c4dada2342d34f5864a1eed3'}]",108.85864,34.285311,百姓健康大药房(金色花语城店),B0FFGZTKAJ,陕西省,西安市,莲湖区,未央宫街道,立信路南金色花语城1-109号,187****6226,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;药房,0,5108364802,90601,0,[],29,[],[],[],[],0,[],2021/12/15 23:38,[],610104,[],0,枣园,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021007_303638,0,yes,,1,,医疗保健服务,医药保健销售店
[],108.914527,34.280554,艾灸养生馆,B0G1SA9C7G,陕西省,西安市,莲湖区,未央宫街道,丰禾路商储商场4楼,180****9651,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医疗保健服务场所;医疗保健服务场所,0,5108373310,90000,0,[],29,[],[],[],[],0,[],2021/11/25 13:17,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医疗保健服务场所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7347421fecbc95b949b5514c78dc2fa9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/44673390f2c8cf76abdd3128e26148dd'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ff246c774b4db3a4421225270c5e2311'}]",108.935246,34.286246,春朦成品,B0H07569BG,陕西省,西安市,莲湖区,未央宫街道,红庙坡路2号万福家园北门1-101,187****2090,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108374412,90602,1,[],29,[],[],[],[],0,[],2021/12/17 11:58,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/305f4faf88221ff0404dcb1cca28bfe4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d526e9fe1192ec0830ca998c2efffc77'}]",108.930804,34.280164,民医堂灰指甲(自强路店),B0FFLK0K77,陕西省,西安市,莲湖区,未央宫街道,自强西路68号盐库小区7号,150****6439,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373411,90602,1,[],29,[],[],[],[],0,[],2021/12/16 10:56,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
[],108.861562,34.278792,西安莲湖刘玉玲口腔诊所,B0FFJIJPSB,陕西省,西安市,莲湖区,未央宫街道,枣园西路162号,180****9638,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;专科医院;口腔医院,0,5108363812,90202,2,[],29,[],[],[],[],0,[],2021/12/16 5:31,[],610104,[],0,枣园,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,专科医院
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/319a1868f5516bb85b1aacc26dac54ed'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/b5519dec4cd3cef0bf19153a3c8f86ee'}]",108.906345,34.289154,华远大药房(大兴路店),B0FFFO3T26,陕西省,西安市,莲湖区,未央宫街道,大兴东路55号配套营业房由南往北第三间,133****7870,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;药房,0,5108374221,90601,0,[],29,[],[],[],"108.906185,34.289154",0,[],2021/12/16 9:14,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_139870,0,yes,,1,,医疗保健服务,医药保健销售店
[],108.913073,34.280538,乐往情趣生活馆丰禾路店,B0H31SYMHY,陕西省,西安市,莲湖区,未央宫街道,丰禾路194号,189****8002,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373310,90602,0,[],29,[],[],[],[],0,[],2021/12/13 11:59,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/40bc15b4d67ff7ccf01e7d588cfed205'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5f52db968faffc232deb2f252fc329f3'}]",108.909224,34.280537,静心堂.可视采耳,B0HD5AFYZK,陕西省,西安市,莲湖区,未央宫街道,丰禾路火烧碑中村230号,150****2160,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373212,90602,1,[],29,[],[],[],"108.909219,34.280616",0,[],2021/12/18 8:15,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/be26b2b0b6c94b5e4d4a8875c8574c94'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d41eaf87dfab6f720b7aa167d2145f10'}]",108.93292,34.280617,西安莲湖朱天赐诊所,B0FFGAVNQJ,陕西省,西安市,莲湖区,未央宫街道,自强西路119号附近,159****5468,[],610000,[],[],[],"{'cost': [], 'rating': '3.5'}",[],0,医疗保健服务;诊所;诊所,0,5108373421,90300,2,[],29,[],[],[],[],0,[],2021/12/18 8:30,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_192273,0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fc2f3c2bd8796d3b75700f45f73e04b5'}]",108.934517,34.280376,世龙世家灰指甲鸡眼脚气甲沟炎跖疣护理(莲湖区自强西路店),B0G11NB2VP,陕西省,西安市,莲湖区,未央宫街道,自强西路217号纸坊村十字东北角50米路北,136****6142,[],610000,[],[],[],"{'cost': [], 'rating': '3.5'}",[],0,医疗保健服务;医疗保健服务场所;医疗保健服务场所,0,5108373412,90000,0,[],29,[],[],[],"108.934514,34.28023",0,[],2021/12/15 18:07,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医疗保健服务场所
[],108.886902,34.285903,无限极,B0H2ZSAYKW,陕西省,西安市,莲湖区,未央宫街道,大兴西路58号,136****2725,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108374002,90602,0,[],29,[],[],[],[],0,[],2021/12/16 9:35,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/056be1304c357be2ad7e899bba3efe1d'}]",108.862286,34.278261,巨晴摩雅,B0H3RAGG40,陕西省,西安市,莲湖区,未央宫街道,爱菊佳园一层商铺,135****9858,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108363812,90602,1,[],29,[],[],[],[],0,[],2021/11/22 8:16,[],610104,[],0,枣园,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3d951ef9a152f6a1972c2a680f6eca29'}]",108.856769,34.285763,西安莲湖谢冬梅口腔诊所,B0FFKL4CLA,陕西省,西安市,莲湖区,未央宫街道,立信路万科·金色悦城50号楼内,133****6927,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;专科医院;口腔医院,0,5108364801,90202,2,[],29,[],[],[],"108.856758,34.285523",0,[],2021/11/17 18:51,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,专科医院
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/419d53e36037e3116fc6bd53dff70979'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f5a8db85b61c4437c204e41b78f1ebe9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e0ec967d1f2bf41b0eb971e0338ffe92'}]",108.902656,34.289338,西安莲湖红娟诊所,B0FFHD27Z4,陕西省,西安市,莲湖区,未央宫街道,桃园北路世纪锦绣小区-西区,153****9382,[],610000,[],[],[],"{'cost': [], 'rating': '4.0'}",[],0,医疗保健服务;诊所;诊所,0,5108374220,90300,2,[],29,[],[],[],[],0,[],2021/12/16 4:22,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_433876,0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9fe6430ce1e38658c50e42bb7651ec5a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/22b47e71989292711087497fd7b5569e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5a02870281eaa21f459a8d1a262ec788'}]",108.912933,34.283773,天元砭石经络养生馆,B0FFIDQSEC,陕西省,西安市,莲湖区,未央宫街道,蔚蓝花城七色镇21号楼,137****4723,[],610000,[],[],[],"{'cost': '96.00', 'rating': '3.5'}",[],0,医疗保健服务;医疗保健服务场所;医疗保健服务场所,0,5108374300,90000,0,[],29,[],[],[],[],0,[],2021/12/18 19:56,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医疗保健服务场所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/600522f918fdf79caefb868c894042d1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4500ce9606e9564c7fbdd58ebb7e9f81'}]",108.861541,34.285674,西安莲湖梁国文中医诊所,B0FFJWICH1,陕西省,西安市,莲湖区,未央宫街道,立信路万科金色悦城31幢一单元一层10105号,130****4908;182****7089,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108364802,90300,2,[],29,[],[],[],"108.861538,34.28549",0,[],2021/12/16 13:27,[],610104,[],0,枣园,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ff5e0596ac47cc65847db3ef5c03842d'}]",108.885772,34.286653,西安莲湖彦凯诊所,B0H6UHUHYB,陕西省,西安市,莲湖区,未央宫街道,大兴西路兴发综合批发市场6-7号,135****4214,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108374012,90300,2,[],29,[],[],[],[],0,[],2021/12/16 0:07,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_104679,0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c8bc7e20a4b9a869b6ad83c7d5696234'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a09545022141bcac31451c68bce71d78'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/16f7a660edd7a49dcc60aa30174db5fe'}]",108.904323,34.287176,医道传真脊柱养生馆,B0HD05YV8L,陕西省,西安市,莲湖区,未央宫街道,大兴东路梨园宫餐厅后排,189****4881,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108374211,90602,1,[],29,[],[],[],[],0,[],2021/12/19 0:09,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f2f4877963fc220e02fa19a6d7a4d640'}]",108.873653,34.286242,天康诊所,B0H3YU5AYQ,陕西省,西安市,莲湖区,未央宫街道,大兴西路104号附近,150****4287,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108364912,90300,2,[],29,[],[],[],[],0,[],2021/12/15 23:35,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021007_120779,0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a62b498cf8d2e9e952d9761cf2d85f6c'}]",108.88617,34.285076,康宝儿童健康调理中心,B0FFJ5273O,陕西省,西安市,莲湖区,未央宫街道,大兴西路大唐世家一期5号楼底商康宝儿童健康管理中心,135****8860,[],610000,B0FFHBBVOV,[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108374002,90300,2,[],29,[],[],[],[],0,[],2021/12/2 16:45,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",202,[],[],[],0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/55751954a3103f4075f038c0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4fd11c9b1a4d39db237911d9eeb38ed7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/aa512e202e8e94215dd22f20cbe35286'}]",108.912465,34.292433,泰生医药(梨园路店),B0FFFO3ZPV,陕西省,西安市,莲湖区,未央宫街道,梨园路18号大兴家苑10126号门面房,139****1358,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,医疗保健服务;医药保健销售店;药房,0,5108375202,90601,0,[],29,[],[],[],"108.912302,34.292683",0,[],2021/12/17 13:06,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_139733,0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a27095940814ec8444180183e9c23bc0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/328a3b5760137e472c204ce25abecc84'}]",108.93196,34.290008,稳星诊所,B001D11LRP,陕西省,西安市,莲湖区,未央宫街道,永新路34号附近,135****0067;151****0616,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108374421,90300,2,[],29,[],[],[],"108.931671,34.289913",0,[],2021/11/29 11:23,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_104748,0,yes,,1,,医疗保健服务,诊所
[],108.900485,34.282503,绿竹大药房,B0FFIYK449,陕西省,西安市,莲湖区,未央宫街道,桃园北路258鑫苑大都汇一期7号楼1层西南方向70米,136****5092,[],610000,B0FFIFC6L8,[],[],"{'cost': [], 'rating': '3.5'}",[],0,医疗保健服务;医药保健销售店;药房,0,5108373220,90601,0,[],29,[],[],[],"108.901411,34.282353",0,[],2021/11/27 18:29,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",202,[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b0eb0ec63a47c13e739bebd7ef70478d'}]",108.913191,34.280854,方老祖鼻炎馆(丰禾路店),B0FFKSK4OT,陕西省,西安市,莲湖区,未央宫街道,丰禾路八水洋房西北侧约70米,138****8689,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373320,90602,0,[],29,[],[],[],[],0,[],2021/12/17 14:26,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a6a5d7b4708cc45bb90d160b18b29e2f'}]",108.930693,34.280448,鸿溢堂大药房,B0FFFAETU5,陕西省,西安市,莲湖区,未央宫街道,自强西路233-6号,159****5991,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,医疗保健服务;医药保健销售店;药房,0,5108373411,90601,0,[],29,[],国营药店,[],"108.930584,34.28024",0,[],2021/12/16 3:46,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_136724,0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3147a40e09db004c54ffb32da84e1658'}]",108.858155,34.284875,西安仁佑中医门诊部,B0FFLK62GQ,陕西省,西安市,莲湖区,未央宫街道,枣园北路9号,186****4788,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108364801,90300,2,[],29,[],[],[],"108.857818,34.284977",0,[],2021/11/26 11:26,[],610104,[],0,枣园,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,诊所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/061675483691d530f4173d6ee7c5e912'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6cca887f869c99a53f22644b12c0c0c5'}]",108.905006,34.290544,耀翔美医药,B0FFGCGAUR,陕西省,西安市,莲湖区,未央宫街道,大兴东路43号百益雅苑第二幢1单元1层10124号房,153****8005,[],610000,[],[],[],"{'cost': [], 'rating': '3.5'}",[],0,医疗保健服务;医药保健销售店;药房,0,5108374221,90601,0,[],29,[],[],[],"108.904848,34.290703",0,[],2021/12/16 3:12,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F021008_99896,0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5899bc42d8e957d8470018f8e49636a2'}]",108.916137,34.288656,护晴健康服务馆,B0G3RHBV8Q,陕西省,西安市,莲湖区,未央宫街道,永安路龙湖水晶郦城南区7号楼20304,173****1341,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108374310,90602,1,[],29,[],[],[],"108.916133,34.288685",0,[],2021/12/1 18:24,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e3116194de5d859ac835dd35efd215fa'}]",108.91462,34.282693,马明仁膏药铺(丰禾路店),B0FFLC9XXI,陕西省,西安市,莲湖区,未央宫街道,永谊路蔚蓝花城•七色镇马明仁膏药铺,181****9600,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373320,90602,1,[],29,[],[],[],"108.91487,34.282691",0,[],2021/12/15 21:43,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
[],108.918068,34.285957,西安莲湖乔君奇中医骨科诊所,B0H2P5Q8RE,陕西省,西安市,莲湖区,未央宫街道,大兴东路甲字2-38号天兴都市花园1号楼1楼4单元102室,189****2580,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;专科医院;骨科医院,0,5108374301,90206,2,[],29,[],[],[],[],0,[],2021/12/7 16:43,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,医疗保健服务,专科医院
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ca14419a4001fdac30732b250f815046'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8e148fc4bb6920eb37d0027ecdc22cdb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1e2b216d31df031cc8c9c445daf9c893'}]",108.900632,34.282442,亮云蓝眼视光中心,B0HUD5JW5Q,陕西省,西安市,莲湖区,未央宫街道,桃园北路258号鑫苑大都汇小区7幢10124,153****6710,[],610000,B0FFIFC6L8,[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108373220,90602,1,[],29,[],[],[],[],0,[],2021/11/30 10:55,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",202,[],[],[],0,yes,,1,,医疗保健服务,医药保健销售店
[],108.901329,34.29245,尔康口腔牙齿矫正中心(梨园路分院),B0HBB61J30,陕西省,西安市,莲湖区,未央宫街道,梨园路与桃园北路交叉口西南角,029-86294636;181****2507,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;专科医院;口腔医院,0,5108375200,90202,2,[],29,[],[],[],[],0,[],2021/11/22 20:41,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,专科医院
[],108.921471,34.28064,尔康口腔牙齿矫正中心(丰禾路分院),B0HG77L4R2,陕西省,西安市,莲湖区,未央宫街道,丰禾路1号丰禾壹号商铺(华润万家对面2楼),029-86331188;177****1776,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;专科医院;口腔医院,0,5108373322,90202,2,[],29,[],[],[],[],0,[],2021/11/25 18:05,[],610104,[],0,丰禾路,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,专科医院
[],108.926132,34.279843,天佑儿童怡康长安康泰医院·儿科,B0FFJZ1UJT,陕西省,西安市,莲湖区,未央宫街道,自强西路196号,,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医疗保健服务场所;医疗保健服务场所,0,5108373410,90000,0,[],29,[],[],[],"108.926022,34.280196",0,[],2021/12/6 14:54,[],610104,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,医疗保健服务场所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ad72e3d5f931f521838a4f7257e77751'}]",108.932044,34.292498,西安莲湖爱心综合门诊部健康体检,B0FFK92JYF,陕西省,西安市,莲湖区,未央宫街道,纬二十六街与永新路交口永新苑1号院龙首北路西段,029-81617007;139****1029,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;诊所;诊所,0,5108375401,90300,2,[],29,[],[],[],"108.931821,34.292734",0,[],2021/12/15 0:29,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,诊所
[],108.933715,34.285183,传福堂龚庭膏专卖西安旗舰店,B0FFLBWZQD,陕西省,西安市,莲湖区,未央宫街道,工农路,,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;医药保健销售店;医疗保健用品,0,5108374402,90602,0,[],29,[],[],[],[],0,[],2021/11/21 4:11,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,医药保健销售店
[],108.916563,34.286819,西安京和动物医院(御笔华庭分院),B0H0FLL760,陕西省,西安市,莲湖区,未央宫街道,大兴东路29号御笔华庭3号楼1层10115,,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,医疗保健服务;动物医疗场所;宠物诊所,0,5108374310,90701,0,[],29,[],[],[],[],0,[],2021/12/7 21:09,[],610104,[],0,红庙坡,"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,,医疗保健服务,动物医疗场所
